,incident_id,incident_date,state,city_county,address,number_killed,number_injured,latitude,longitude
4,906509,2017,Montana,Lodge Grass,200 block of North Helen Street,3,2,30.7029976,-88.0786828
5,906126,2017,District of Columbia,Washington,3426 18th St NE,1,3,42.2699348,-88.9627801
6,904329,2017,Maryland,Baltimore,900 block of N Broadway,0,4,34.027134,-118.3507829
7,903853,2017,Illinois,Chicago,800 block of N Monticello Ave,0,4,41.883879,-87.7085187
8,904106,2017,Washington,Toppenish,8000 Block of Lateral C Rd,0,6,41.872262,-87.69373
9,904026,2017,California,Fresno,Mariposa St and A St,0,7,42.9121115,-85.62301
10,903090,2017,Illinois,Decatur,Jasper St and Main St,0,4,38.5979369,-121.4276274
11,902187,2017,Texas,El Paso,1810 George Dieter Dr,1,3,40.6327104,-74.0271053
12,901549,2017,Virginia,Norfolk,1500 block of Azalea Garden Rd,1,5,29.9673972,-90.1018231
13,901083,2017,New York,Buffalo,200 block of Carl St,1,4,44.9884743,-93.2549796
14,901000,2017,North Carolina,Salisbury,115 W Fisher St,2,3,29.3984415,-98.5042924
15,900963,2017,Delaware,Wilmington,400 block of N Washington St,0,4,41.0321327,-87.5381426
16,900387,2017,Illinois,Chicago,2000 block of E 71st St,1,4,36.7565424,-119.7711186
17,898631,2017,North Carolina,High Point,2111 E. Green Drive,1,6,37.7849319,-122.4129481
18,898448,2017,Florida,Jacksonville,1040 Golfair Boulevard,1,3,36.1144629,-80.2452659
19,896444,2017,Illinois,Chicago,1500 block of East 82nd St,1,3,30.0216391,-95.3123538
20,896889,2017,Louisiana,Baton Rouge,10360 Ave H,0,4,29.7235827,-95.4421156
21,896149,2017,Ohio,Cincinnati,130 E Clifton Ave,0,5,40.110245,-88.2353849
22,893690,2017,Virginia,Richmond,2300 block of Bethel St,0,5,39.3048255,-76.6081873
23,894504,2017,California,Los Angeles,Imperial Hwy and Broadway,1,3,48.4616279,-122.3386173
24,893726,2017,Wisconsin,Milwaukee,3000 block of N 39th St,0,4,39.9854586,-75.08589
0,893712,2017,New Jersey,Trenton,Hewitt St and Division St,1,3,36.1450958,-96.0023638
1,893752,2017,Arizona,El Mirage,NW Grand Ave and W Thunderbird Rd,0,4,37.7640281,-122.1743935
2,891291,2017,Pennsylvania,Philadelphia,21st and Fitzwater,1,3,37.7194881,-122.425285
3,891092,2017,Illinois,Chicago,12200 block of S Throop St,0,4,41.7718443,-87.672785
4,886564,2017,Virginia,Lawrenceville,500 block of Sturgeon Rd,0,7,30.7029976,-88.0786828
5,886002,2017,Illinois,Alton,700 block of Oakwood Ave,0,4,42.2699348,-88.9627801
6,886220,2017,Ohio,Cincinnati,9917 Capstan Dr,1,8,34.027134,-118.3507829
7,884764,2017,Mississippi,Meridian,Eighth Ave,0,4,41.883879,-87.7085187
8,883052,2017,Georgia,Savannah,Jefferson Street and West St. Julian Street,0,4,41.872262,-87.69373
9,883282,2017,Illinois,Chicago (Roseland),11000 block of S Eberhart,2,2,42.9121115,-85.62301
10,883058,2017,Maine,Madison,300 block of Russell Rd,4,1,38.5979369,-121.4276274
11,882665,2017,Florida,Orlando (Pine Castle),501 W Lancaster Rd,0,4,40.6327104,-74.0271053
12,882321,2017,Virginia,Hampton,500 block of Patterson Ave,1,4,29.9673972,-90.1018231
13,883489,2017,North Carolina,Raleigh,105 E South St,1,3,44.9884743,-93.2549796
14,882422,2017,Alabama,Prattville,112 US 82,3,1,29.3984415,-98.5042924
15,881921,2017,Michigan,Pontiac,50 block of Thorpe St,1,3,41.0321327,-87.5381426
16,881700,2017,New Jersey,Jersey City,Wilkinson Avenue,0,4,36.7565424,-119.7711186
17,880738,2017,South Carolina,Greenwood,SC 72 Bypass,0,4,37.7849319,-122.4129481
18,879953,2017,Arkansas,Little Rock,220 W 6th St,0,25,36.1144629,-80.2452659
19,883656,2017,Illinois,Momence,2727 S 13000 Rd E,0,4,30.0216391,-95.3123538
20,880808,2017,New Jersey,Newark,Lincoln Park and Pennsylvania Avenue,2,2,29.7235827,-95.4421156
21,880813,2017,California,Oakland,3200 Humboldt Ave,0,4,40.110245,-88.2353849
22,879412,2017,New York,Bronx,1650 Grand Concourse,2,6,39.3048255,-76.6081873
23,877295,2017,Illinois,Chicago,200 block of S Lotus,0,5,48.4616279,-122.3386173
24,876010,2017,District of Columbia,Washington,5900 block of Southern Ave SE,0,4,39.9854586,-75.08589
0,875886,2017,Missouri,Saint Louis,5000 block of Thekla Ave,1,3,36.1450958,-96.0023638
1,874613,2017,Florida,Fort Lauderdale,2335 NW 16th Ct,1,4,37.7640281,-122.1743935
2,875322,2017,New York,New York (Manhattan),114th St and Manhattan Ave,0,5,37.7194881,-122.425285
3,876076,2017,New Jersey,Willingboro,Pastoral Lane,0,4,41.7718443,-87.672785
4,873847,2017,Georgia,Atlanta,1100 block of Osborne Street,1,6,30.7029976,-88.0786828
5,870095,2017,Missouri,Saint Louis,1900 block of N 14th St,3,2,42.2699348,-88.9627801
6,870222,2017,District of Columbia,Washington,3100 block of Buena Vista Terrace SE,0,4,34.027134,-118.3507829
7,869877,2017,Illinois,Chicago,3300 block of W Crystal St,0,4,41.883879,-87.7085187
8,869968,2017,South Carolina,Myrtle Beach,311 N Ocean Blvd,0,7,41.872262,-87.69373
9,869838,2017,Illinois,Chicago,50 block of N Latrobe Ave,0,4,42.9121115,-85.62301
10,869357,2017,Ohio,Columbus,6252 Busch Blvd,1,4,38.5979369,-121.4276274
11,868042,2017,Virginia,Richmond,4053 Old Brook Road,1,3,40.6327104,-74.0271053
12,868363,2017,New Mexico,La Madera,491 NM-111,5,0,29.9673972,-90.1018231
13,866739,2017,Virginia,Alexandria,420 E Monroe Ave,1,5,44.9884743,-93.2549796
14,868147,2017,Ohio,Canton,14th St NE and Gibbs Ave NE,0,4,29.3984415,-98.5042924
15,866933,2017,California,San Francisco,720 San Bruno,4,2,41.0321327,-87.5381426
16,866412,2017,Maryland,Baltimore,3300 block of Ayrdale Avenue,0,4,36.7565424,-119.7711186
17,866448,2017,Maryland,Baltimore,1200 block of Bonaparte Avenue,2,2,37.7849319,-122.4129481
18,869474,2017,Missouri,Saint Louis (University City),Ferguson Ave and Plymouth Ave,0,4,36.1144629,-80.2452659
19,864743,2017,Illinois,Chicago,3300 block of W Douglas Blvd,0,9,30.0216391,-95.3123538
20,864852,2017,Tennessee,Chattanooga,4272 Bonny Oaks Drive,0,4,29.7235827,-95.4421156
21,865371,2017,Texas,Houston,505 Cypress Station Dr,0,4,40.110245,-88.2353849
22,865186,2017,Tennessee,Memphis,571 East Street,0,4,39.3048255,-76.6081873
23,864370,2017,Texas,Fort Worth,East Davis Avenue and New York Avenue,2,5,48.4616279,-122.3386173
24,863075,2017,Louisiana,New Orleans,3650 Franklin Ave,0,6,39.9854586,-75.08589
0,861307,2017,Utah,Sandy,2232 Alta Canyon Drive,3,2,36.1450958,-96.0023638
1,859875,2017,Florida,Orlando,2427 Forsyth Rd,6,0,37.7640281,-122.1743935
2,858810,2017,Missouri,Saint Louis,1600 Block of Union Blvd,2,2,37.7194881,-122.425285
3,858719,2017,Louisiana,New Orleans,3717 Tulane Ave,3,2,41.7718443,-87.672785
4,858877,2017,California,Los Angeles,89th St and Broadway,1,3,30.7029976,-88.0786828
5,858378,2017,Texas,Laredo,5301 McPherson Rd,2,3,42.2699348,-88.9627801
6,857443,2017,Missouri,Saint Louis,Beacon Ave and Lillian Ave,3,1,34.027134,-118.3507829
7,855764,2017,Ohio,Middletown,1200 Elliott Dr,1,3,41.883879,-87.7085187
8,855113,2017,Kentucky,Louisville,231 Witherspoon St,1,3,41.872262,-87.69373
9,853901,2017,Alabama,Phenix City,100 block of 6th Street South,0,12,42.9121115,-85.62301
10,853796,2017,New Jersey,Paterson,86 Main Street,1,5,38.5979369,-121.4276274
11,853920,2017,Mississippi,Moss Point,6103 Hwy. 63,0,5,40.6327104,-74.0271053
12,853032,2017,New York,New York (Manhattan),318 W 14th St,0,4,29.9673972,-90.1018231
13,853119,2017,District of Columbia,Washington,100 block of Q St NW,1,7,44.9884743,-93.2549796
14,853756,2017,Mississippi,Bogue Chitto,2871 Lee Dr,8,1,29.3984415,-98.5042924
15,852676,2017,Florida,Miami,2730 NW 167th St,0,4,41.0321327,-87.5381426
16,848680,2017,Iowa,Des Moines,4300 Beaver Dr,1,3,36.7565424,-119.7711186
17,849215,2017,Arizona,Mesa,441 N Val Vista Dr,0,4,37.7849319,-122.4129481
18,848292,2017,Pennsylvania,Philadelphia,2100 block of W Huntingdon St,0,10,36.1144629,-80.2452659
19,845364,2017,South Carolina,Ruffin,21785 Lowcountry Hwy,3,1,30.0216391,-95.3123538
20,843078,2017,Arkansas,Jonesboro,311 S Main St,1,6,29.7235827,-95.4421156
21,843045,2017,Illinois,Dolton,14112 Chicago Road,0,5,40.110245,-88.2353849
22,843172,2017,Florida,Avon Park,Hal McRae Blvd and Delaney Ave,0,5,39.3048255,-76.6081873
23,843590,2017,Texas,Fort Worth,8600 block of Calmont Ave,0,4,48.4616279,-122.3386173
24,840339,2017,New Jersey,Trenton,300 block of Centre St,1,3,39.9854586,-75.08589
0,839846,2017,Kansas,Kansas City,1900 block of S. Boeke,3,1,36.1450958,-96.0023638
1,838272,2017,Illinois,Chicago,2600 block of 46th Pl,2,8,37.7640281,-122.1743935
2,835961,2017,Michigan,Flint,600 block of Copeman Boulevard,1,3,37.7194881,-122.425285
3,834832,2017,Florida,Jacksonville,1566 West 24th Street,1,3,41.7718443,-87.672785
4,833152,2017,Texas,Dallas,3200 block of Reynolds Ave,2,3,30.7029976,-88.0786828
5,832679,2017,California,San Diego,9080 Judicial Dr,2,6,42.2699348,-88.9627801
6,832528,2017,Kansas,Topeka,4104 SW 28th,4,1,34.027134,-118.3507829
7,833128,2017,Florida,Jacksonville,1200 Ken Knight Dr N,0,5,41.883879,-87.7085187
8,832309,2017,South Carolina,Loris,268 N Sea Green Rd,1,5,41.872262,-87.69373
9,835459,2017,California,Los Angeles (Boyle Heights),Murchison St and Lancaster Ave,1,3,42.9121115,-85.62301
10,832290,2017,California,Sacramento,3800 block of 26th Avenue,0,5,38.5979369,-121.4276274
11,831800,2017,California,Whittier,10000 block of Carmentia Rd,1,5,40.6327104,-74.0271053
12,831667,2017,Maryland,Germantown,12839 Kitchen House Way,1,3,29.9673972,-90.1018231
13,834788,2017,California,Compton,2000 Block of N Nestor Ave,0,4,44.9884743,-93.2549796
14,832063,2017,Virginia,Virginia Beach,200 block of 18th St,0,4,29.3984415,-98.5042924
15,831201,2017,Pennsylvania,Chester,5 E 21st St,0,4,41.0321327,-87.5381426
16,830984,2017,New Jersey,Newark,1100 block of S Orange Ave,1,3,36.7565424,-119.7711186
17,829073,2017,Florida,Miami,SW 264th St and 139th Ave,0,4,37.7849319,-122.4129481
18,825694,2017,Florida,Palm Bay,2500 block of Vernon Dr,2,2,36.1144629,-80.2452659
19,825111,2017,Kentucky,Louisville,700 block of East Jacob Street,0,4,30.0216391,-95.3123538
20,821667,2017,California,Vallejo,110 Calhoun Street,0,4,29.7235827,-95.4421156
21,821723,2017,North Carolina,Elizabeth City,611 S Martin St,0,4,40.110245,-88.2353849
22,821371,2017,Ohio,Columbus,1710 Cleveland Av,0,9,39.3048255,-76.6081873
23,821640,2017,Illinois,Rock Falls,311 W 2nd St,0,4,48.4616279,-122.3386173
24,821055,2017,Pennsylvania,Philadelphia,5900 block of Hammond St,0,4,39.9854586,-75.08589
0,820565,2017,Indiana,Indianapolis,300 block of S Meridian St,0,4,36.1450958,-96.0023638
1,821400,2017,Alabama,Birmingham,1480 Center Point Pkwy,0,6,37.7640281,-122.1743935
2,821651,2017,Illinois,Harvey,14600 block of Myrtle Avenue,0,4,37.7194881,-122.425285
3,822750,2017,California,Banning,900 block of N Allen St,0,4,41.7718443,-87.672785
4,818932,2017,Georgia,Atlanta,30 Anderson Ave SW,1,3,30.7029976,-88.0786828
5,815227,2017,Texas,San Antonio,4000 block of Moss Spring Dr,1,3,42.2699348,-88.9627801
6,815246,2017,Indiana,Fort Wayne,9439 Lima Rd,1,3,34.027134,-118.3507829
7,813877,2017,North Carolina,Hickory,1423 29th Ave Dr NE,3,1,41.883879,-87.7085187
8,813821,2017,Texas,Houston,3829 Mount Pleasant St,5,0,41.872262,-87.69373
9,813943,2017,Minnesota,Saint Paul,1600 block of English St,4,1,42.9121115,-85.62301
10,814094,2017,Illinois,Chicago,5600 block of W Lake St,1,5,38.5979369,-121.4276274
11,813028,2017,Louisiana,Lake Charles,2000 block of Tulip St,1,3,40.6327104,-74.0271053
12,810756,2017,Pennsylvania,Philadelphia,1100 block of W Stiles St,3,1,29.9673972,-90.1018231
13,811089,2017,Texas,Lubbock,5401 Ave Q,0,7,44.9884743,-93.2549796
14,809978,2017,Illinois,Chicago,3500 block of W Van Buren St,2,4,29.3984415,-98.5042924
15,809683,2017,Iowa,Des Moines,2500 Martin Luther King Jr. Parkway,0,5,41.0321327,-87.5381426
16,809815,2017,California,Pittsburg,100 block of Madoline Street,0,5,36.7565424,-119.7711186
17,809048,2017,Florida,Tampa,219 S Howard Ave,1,4,37.7849319,-122.4129481
18,809499,2017,Oklahoma,Oklahoma City,1200 block of N Woodward Avenue,2,3,36.1144629,-80.2452659
19,807618,2017,Illinois,Chicago,2704 E 75th St,4,0,30.0216391,-95.3123538
20,804115,2017,Florida,Sanford,209 Hays Dr,2,4,29.7235827,-95.4421156
21,803689,2017,Ohio,Cleveland,E 75th St,2,2,40.110245,-88.2353849
22,803822,2017,Texas,Houston,5619 Aldine Bender Rd,2,4,39.3048255,-76.6081873
23,803054,2017,Ohio,Cincinnati,4601 Kellogg Ave,2,15,48.4616279,-122.3386173
24,802926,2017,Tennessee,Knoxville,Minnesota Ave,1,4,39.9854586,-75.08589
0,803460,2017,Michigan,Detroit,8443 Grand River Ave,1,3,36.1450958,-96.0023638
1,802837,2017,Ohio,Cleveland,E 79th St and Woodland Ave,2,2,37.7640281,-122.1743935
2,802425,2017,California,Fresno,300 block of South Villa Avenue,1,4,37.7194881,-122.425285
3,802240,2017,Missouri,Saint Louis,5100 block of Palm St,1,6,41.7718443,-87.672785
4,800363,2017,Wisconsin,Rothschild,1133 E Grand Ave,5,0,30.7029976,-88.0786828
5,797553,2017,Kentucky,Louisville,1512 Portland Avenue,1,5,42.2699348,-88.9627801
6,797125,2017,Michigan,Detroit,16000 block of Rutherford,3,2,34.027134,-118.3507829
7,794468,2017,Louisiana,Metairie,2508 Pasadena Ave,3,1,41.883879,-87.7085187
8,791298,2017,Illinois,Chicago,123 E 51st St,2,2,41.872262,-87.69373
9,791274,2017,Louisiana,New Orleans (Gentilly),4200 block of Touro St,3,1,42.9121115,-85.62301
10,789798,2017,Illinois,Chicago,W 76th St and S May St,0,4,38.5979369,-121.4276274
11,789424,2017,Georgia,Columbus,600 block of 32nd Street,0,4,40.6327104,-74.0271053
12,787875,2017,Kansas,Topeka,SE Bellview Ave and SE 23rd St,1,4,29.9673972,-90.1018231
13,787801,2017,California,Sacramento,2500 block of 33rd St,0,4,44.9884743,-93.2549796
14,786876,2017,Pennsylvania,Philadelphia,7165 Germantown Ave,0,4,29.3984415,-98.5042924
15,787435,2017,California,Riverside,8300 block of Trey Ave,0,5,41.0321327,-87.5381426
16,785262,2017,Ohio,Cincinnati,1700 of Casey Dr,0,6,36.7565424,-119.7711186
17,783963,2017,Virginia,Newport News,11810 Fountain Way,0,4,37.7849319,-122.4129481
18,783623,2017,Indiana,Gary,1700 Grant St,1,4,36.1144629,-80.2452659
19,783102,2017,Ohio,Warren,1564 Niles Cortland Rd SE,2,3,30.0216391,-95.3123538
20,783090,2017,Florida,Jacksonville,3604 Moncrief Rd,1,4,29.7235827,-95.4421156
21,780792,2017,New York,Rochester,191 Genesee St,0,4,40.110245,-88.2353849
22,780036,2017,Ohio,Cleveland,16700 Lorain Ave,0,4,39.3048255,-76.6081873
23,779582,2017,Mississippi,Toomsuba,Butts Road,4,0,48.4616279,-122.3386173
24,778941,2017,Ohio,Cleveland,1082 East 105th Street,0,5,39.9854586,-75.08589
0,778182,2017,Virginia,Norfolk,Church Street and East Virginia Beach Blvd,1,3,36.1450958,-96.0023638
1,777876,2017,Pennsylvania,Philadelphia,1 block of N Conestoga,0,4,37.7640281,-122.1743935
2,777410,2017,Indiana,South Bend,1000 block of Yukon St,1,3,37.7194881,-122.425285
3,775903,2017,California,Salinas,30 Soledad Street,0,4,41.7718443,-87.672785
4,775531,2017,Illinois,Chicago,3949 South Albany Avenue,3,2,30.7029976,-88.0786828
5,773002,2017,Missouri,Caruthersville,908 Truman Blvd,1,6,42.2699348,-88.9627801
6,773162,2017,New York,Newburgh,253 South William Street,1,3,34.027134,-118.3507829
7,773908,2017,Florida,Greenville,Church Ave and Obadiah St,0,5,41.883879,-87.7085187
8,772753,2017,Illinois,Chicago,100 block of N Mayfield,1,3,41.872262,-87.69373
9,772989,2017,Tennessee,Savannah,Clifton Road and Midway Drive,0,4,42.9121115,-85.62301
10,772067,2017,Louisiana,New Orleans,2nd St and Dryades St,1,5,38.5979369,-121.4276274
11,771826,2017,Mississippi,Jackson,3150 Robinson Road,4,0,40.6327104,-74.0271053
12,769889,2017,Ohio,Cleveland,16379 Euclid Ave,1,4,29.9673972,-90.1018231
13,769511,2017,South Carolina,Columbia,5500 block of Fairfield Road,0,4,44.9884743,-93.2549796
14,769859,2017,Arkansas,Little Rock,25 Par Drive,1,4,29.3984415,-98.5042924
15,768243,2017,Mississippi,Yazoo City,11th Street,4,0,41.0321327,-87.5381426
16,765559,2017,Tennessee,Memphis,1576 S White Station Rd,0,4,36.7565424,-119.7711186
17,765153,2017,District of Columbia,Washington,2900 block of Martin Luther King Jr Ave SE,0,4,37.7849319,-122.4129481
18,764020,2017,Minnesota,Minneapolis (Crystal),5410 Lakeland Ave N,0,4,36.1144629,-80.2452659
19,763313,2017,Louisiana,Shreveport,6363 Hearne Ave,1,4,30.0216391,-95.3123538
20,1025158,2017,Washington,Bremerton,Tenino Dr W,4,0,29.7235827,-95.4421156
21,761973,2017,Tennessee,Brownsville,221 Morgan St,0,10,40.110245,-88.2353849
22,760482,2017,Georgia,Albany,1510 Maryland Drive,2,3,39.3048255,-76.6081873
23,760259,2017,Illinois,Chicago,500 block of E 75th St,0,6,48.4616279,-122.3386173
24,757158,2017,Texas,Manvel,200 block of Oak Shore Dr,3,2,39.9854586,-75.08589
0,757032,2017,Illinois,Chicago (Englewood),1800 block of W 63rd,0,4,36.1450958,-96.0023638
1,757001,2017,Georgia,Atlanta,2841 Greenbriar Pkwy SW,3,1,37.7640281,-122.1743935
2,756801,2017,Georgia,Jonesboro,6510 Tara Blvd,0,6,37.7194881,-122.425285
3,756526,2017,Florida,Boynton Beach,500 NE 2nd St,0,5,41.7718443,-87.672785
4,756504,2017,Tennessee,Memphis,500 block of Delta Road,2,2,30.7029976,-88.0786828
5,757955,2017,Mississippi,Como,Smart Road,1,4,42.2699348,-88.9627801
6,756015,2017,California,Fresno,4700 block of E Montecito Ave,0,4,34.027134,-118.3507829
7,752756,2017,Texas,Houston,8535 Martin Luther King Boulevard,0,4,41.883879,-87.7085187
8,752222,2017,Florida,Miami,6011 NW 32nd Ave,0,8,41.872262,-87.69373
9,752249,2017,Colorado,Capulin,County Road Y,3,1,42.9121115,-85.62301
10,751367,2017,Mississippi,Magnolia,6000 block of Church Road,1,4,38.5979369,-121.4276274
11,749361,2017,Missouri,Kansas City,8607 E 61st Terrace,3,2,40.6327104,-74.0271053
12,749769,2017,California,Salinas,500 block of Sunrise St,2,2,29.9673972,-90.1018231
13,748152,2017,New Jersey,Newark,Hawkins Street and Christie Street,1,3,44.9884743,-93.2549796
14,748348,2017,Illinois,Chicago,4200 block of S Talman,1,3,29.3984415,-98.5042924
15,745236,2017,Michigan,Flint,2500 block of Churchill Ave,1,3,41.0321327,-87.5381426
16,744799,2017,California,Pasadena,100 block of W Claremont St,2,2,36.7565424,-119.7711186
17,743995,2017,Florida,Fort Lauderdale,100 Terminal Dr,5,6,37.7849319,-122.4129481
18,742542,2017,California,Fontana,14520 Village Drive,3,1,36.1144629,-80.2452659
19,742001,2017,Texas,Allen,500 block of Hawthorne Drive,0,4,30.0216391,-95.3123538
20,743282,2017,Mississippi,Winstonville,114 North Greyer Street,0,5,29.7235827,-95.4421156
21,739451,2017,Texas,Dallas,9220 Skillman Street,1,3,40.110245,-88.2353849
22,739766,2017,Florida,Miami,8000 block of NW 14th Ave,0,7,39.3048255,-76.6081873
23,740447,2016,Georgia,Lenox (El Dorado),27 Briarwood Ct,2,2,48.4616279,-122.3386173
24,738749,2016,Texas,Houston,3704 Fannin Street,1,3,39.9854586,-75.08589
0,738041,2016,Ohio,Mansfield,3230 Possum Run Rd,0,5,36.1450958,-96.0023638
1,738576,2016,Connecticut,Wallingford,95 S Turnpike Rd,2,3,37.7640281,-122.1743935
2,736690,2016,Georgia,Columbus,2914 10th Street,1,4,37.7194881,-122.425285
3,734157,2016,Illinois,Chicago,8600 block of S Maryland Ave,3,4,41.7718443,-87.672785
4,735947,2016,Alabama,Ozark,858 US-231,0,4,30.7029976,-88.0786828
5,733599,2016,New York,Mount Vernon,4 North 3rd Avenue,1,5,42.2699348,-88.9627801
6,732927,2016,North Carolina,Madison,490 K Ford Rd,0,7,34.027134,-118.3507829
7,733176,2016,North Carolina,Wilson,2241 Banks Lane East,4,0,41.883879,-87.7085187
8,732263,2016,Alabama,Birmingham,3813 Richard Arrington Boulevard North,1,3,41.872262,-87.69373
9,732574,2016,Illinois,Chicago,4900 block of W Hubbard,0,4,42.9121115,-85.62301
10,727759,2016,Illinois,Chicago (Roseland),100 block of W 105th St,5,0,38.5979369,-121.4276274
11,728286,2016,North Carolina,Charlotte,4115 N. Tryon Street,0,4,40.6327104,-74.0271053
12,727555,2016,Illinois,Chicago,13th and South Kedzie,0,4,29.9673972,-90.1018231
13,727544,2016,Illinois,Chicago,4300 block of South Rockwell,2,2,44.9884743,-93.2549796
14,724667,2016,California,Sacramento,4800 block of Myrtle Avenue,1,3,29.3984415,-98.5042924
15,723649,2016,New York,Brooklyn,192 Knickerbocker Ave,0,4,41.0321327,-87.5381426
16,723643,2016,Florida,Orlando (Pine Hills),4305 N Pine Hills Rd,1,4,36.7565424,-119.7711186
17,723292,2016,Maryland,Baltimore,3916 South Hanover Street,0,5,37.7849319,-122.4129481
18,725338,2016,North Carolina,Rocky Mount,1200 block of East Highland Ave,0,4,36.1144629,-80.2452659
19,725323,2016,Texas,Channelview,15300 block of Market,4,0,30.0216391,-95.3123538
20,722452,2016,California,Fresno,842 Fresno Street,0,4,29.7235827,-95.4421156
21,719128,2016,New Mexico,Albuquerque,1532 Stagecoach Lane,4,1,40.110245,-88.2353849
22,717873,2016,California,Los Angeles,91st Street and Western Avenue,0,6,39.3048255,-76.6081873
23,717616,2016,New Jersey,Bloomfield,3 1st Ave,0,6,48.4616279,-122.3386173
0,715101,2016,Maryland,Baltimore,2901 Garrison Blvd,2,4,36.1450958,-96.0023638
1,712796,2016,Texas,Mission (Palmview),1840 West Palma Vista Drive,1,3,37.7640281,-122.1743935
2,712776,2016,California,Wilmington,1067 McDonald Avenue,0,4,37.7194881,-122.425285
3,713445,2016,California,San Pedro,300 block of West 2nd Street,0,4,41.7718443,-87.672785
4,711597,2016,Louisiana,New Orleans,100 block of Bourbon Street,1,9,30.7029976,-88.0786828
5,711744,2016,Missouri,Kansas City,Gregory and Prospect,0,7,42.2699348,-88.9627801
6,710732,2016,Illinois,Chicago,8800 block of S Exchange Ave,1,5,34.027134,-118.3507829
7,710467,2016,Louisiana,New Orleans,Magnolia St and Felicity St,0,4,41.883879,-87.7085187
8,709370,2016,Kentucky,Louisville,4501 W Broadway,2,4,41.872262,-87.69373
9,709276,2016,New York,Albany,77 Central Ave,1,3,42.9121115,-85.62301
10,708777,2016,Mississippi,Olive Branch,928 Cross Road,0,4,38.5979369,-121.4276274
11,708392,2016,Florida,Clewiston,1068 Harlem Academy Ave,1,4,40.6327104,-74.0271053
12,704568,2016,Illinois,Chicago,5000 block of W Wabansia,0,4,29.9673972,-90.1018231
13,703245,2016,Tennessee,Dyersburg,160 Longfellow,1,7,44.9884743,-93.2549796
14,699605,2016,Florida,Jacksonville,5105 Cleveland Rd,3,2,29.3984415,-98.5042924
15,699332,2016,Texas,San Antonio,8000 Midcrown,0,4,41.0321327,-87.5381426
16,700232,2016,California,San Diego,3800 block of Marlborough Avenue,3,2,36.7565424,-119.7711186
17,699316,2016,Florida,Orlando,Conley Street and South Ivey Lane,0,4,37.7849319,-122.4129481
18,699033,2016,California,Sacramento,8600 block of Ardith Drive,1,5,36.1144629,-80.2452659
19,700363,2016,Missouri,Kansas City,21st St and Cleveland Ave,1,3,30.0216391,-95.3123538
20,699303,2016,Connecticut,Bridgeport,2500 Park Avenue,0,5,29.7235827,-95.4421156
21,699863,2016,Texas,Houston,7705 Channelside Street,0,4,40.110245,-88.2353849
22,698383,2016,Texas,Houston,6610 S Sam Houston Pkwy W,1,3,39.3048255,-76.6081873
23,696917,2016,Washington,Seattle,1524 3rd Ave,0,5,48.4616279,-122.3386173
24,697377,2016,Illinois,Chicago,3400 block of W Monroe,1,3,39.9854586,-75.08589
0,696352,2016,Tennessee,Memphis,1800 block of East Brooks Road,0,4,36.1450958,-96.0023638
1,693438,2016,Texas,San Antonio,10726 Perrin Beitel Rd,0,4,37.7640281,-122.1743935
2,693401,2016,South Carolina,Myrtle Beach,803 Main St,0,5,37.7194881,-122.425285
3,693624,2016,Florida,Fort Lauderdale (Lauderhill),3135 W Broward Blvd,1,3,41.7718443,-87.672785
4,693374,2016,California,Oakland,420 14th Street,0,8,30.7029976,-88.0786828
5,693290,2016,Illinois,Chicago,4800 block of North Winthrop,0,5,42.2699348,-88.9627801
6,693307,2016,Pennsylvania,Philadelphia,5451 Springfield Ave,0,4,34.027134,-118.3507829
7,692020,2016,Illinois,Chicago,8000 block of S Shore Dr,2,2,41.883879,-87.7085187
8,692315,2016,New Jersey,Orange,234 Cleveland Street,2,2,41.872262,-87.69373
9,692025,2016,Arkansas,Little Rock,2111 Bragg Street,1,4,42.9121115,-85.62301
10,691113,2016,Tennessee,Memphis,5200 block of Zodiac Rd,1,5,38.5979369,-121.4276274
11,689518,2016,Louisiana,Shreveport,700 Block of W 68th St,0,4,40.6327104,-74.0271053
12,688979,2016,Ohio,Toledo,742 Junction Ave,0,4,29.9673972,-90.1018231
13,689020,2016,Maryland,Capitol Heights,6862 Walker Mill Rd,3,3,44.9884743,-93.2549796
14,688841,2016,New York,New York (Manhattan),135 Ridge Street,0,4,29.3984415,-98.5042924
15,688577,2016,New York,Newburgh,119 First Street,2,5,41.0321327,-87.5381426
16,688592,2016,Texas,San Antonio,2900 block of Aspen Meadow,0,5,36.7565424,-119.7711186
17,689009,2016,California,Los Angeles,1600 block of Century Boulevard,0,5,37.7849319,-122.4129481
18,687940,2016,Ohio,Dayton,2010 Cornell Ridge Dr,1,3,36.1144629,-80.2452659
19,688210,2016,California,Riverside,3500 block of Madison Street,0,4,30.0216391,-95.3123538
20,688429,2016,Mississippi,Jackson,200 block of Lorenz Blvd,0,6,29.7235827,-95.4421156
21,687375,2016,Florida,Miami Gardens,Northwest 173rd Terrace and 27th Avenue,0,4,40.110245,-88.2353849
22,686312,2016,Georgia,Jackson,600 block of Moccasin Gap Road,4,0,39.3048255,-76.6081873
23,685379,2016,Ohio,Dayton,3300 block of Riverside Dr,1,3,48.4616279,-122.3386173
24,684130,2016,Virginia,Roanoke,830 Campbell Avenue Southeast,2,3,39.9854586,-75.08589
0,683142,2016,Oklahoma,Wellston,Highway 66 and N 3310 Rd,1,5,36.1450958,-96.0023638
